State,County,income_1989,income_2010,income_2023,income_1989_real_2023,income_2010_real_2023,income_2023.1,pct_highschool_or_more (1990),pct_highschool_or_more (2010),pct_highschool_or_more_(2023),Established firms 1989,Established firms 2010,Established firms 2022,Pop 1890,Pop 1990,Pop 2010,Pop 2023,churches_1890,churches_1990,churches_2010,churches_2020,church_density_1890,church_density_1990,church_density_2010,church_density_2020,church_persistence_index,Church_persistence_index_3yr,Index_v2,z1890,z1990,index_1890_1990_raw,index_1890_1990
AL,CHILTON,21627,39486,61873,52882,54893,61873,56.6,75.9,84.2,70.0,52,60,14549.0,32458,43643,46431,78.0,103,122,133,5.36,3.17,2.8,2.86,0.394741708147066,0.369818812620069,0.6222575871403060,2.3690476190476200,1.1882352941176500,1.7786414565826300,1.1820827356808200
AL,CHOCTAW,17115,31076,44483,41849,43201,44483,54.3,71.1,84.2,40.0,23,19,17526.0,16018,13859,12252,77.0,77,83,76,4.39,4.81,5.99,6.2,2.2177518231888,2.23198838610282,2.3465091626536300,1.2142857142857100,3.1176470588235300,2.165966386554620,1.47391663686294
AL,CLARKE,19067,27439,49167,46622,38145,49167,60.3,76.1,85.3,72.0,40,63,22624.0,27240,25833,22337,80.0,93,122,112,3.54,3.41,4.72,5.01,1.29185576970862,1.33967262937181,1.348939597691370,0.20238095238095200,1.4705882352941200,0.8364845938375350,0.4722050812775880
AL,CLAY,19252,35595,51852,47074,49484,51852,53.8,71.4,82.8,28.0,15,14,15765.0,13252,13932,14111,89.0,80,69,71,5.65,6.04,4.95,5.03,2.00786430375772,2.03341954617229,2.299292590135130,2.7142857142857100,3.5,3.107142857142860,2.1830556048411900
AL,CLEBURNE,21158,36077,53319,51735,50154,53319,49.8,70.3,85.4,21.0,11,24,13218.0,12730,14972,15639,94.0,55,66,66,7.11,4.32,4.41,4.22,1.08196825027754,1.31935583841744,1.8057282751502300,3.5,2.541176470588240,3.0205882352941200,2.1178401461789100
AL,COFFEE,23905,42253,64672,58452,58740,64672,67.2,79.3,86.0,88.0,89,77,12170.0,40240,49948,55643,44.0,101,120,126,3.62,2.51,2.4,2.26,-0.0538153226337119,-0.011062352199435,0.0058272317468654,0.2976190476190480,0.4117647058823530,0.35469187675070000,0.10919346671729100
AL,COLBERT,22378,39610,56736,54718,55065,56736,65.2,80.1,87.5,152.0,83,115,20189.0,51666,54428,58361,68.0,119,140,142,3.37,2.3,2.57,2.43,-0.0529384492239134,0.0148029117254874,0.0008329031421469,0.0,0.16470588235294100,0.08235294117647040,-0.09600306947820230
AL,CONECUH,15992,26944,42266,39103,37457,42266,52.7,71.3,87.5,21.0,14,22,14594.0,14054,13228,11174,98.0,66,62,56,6.72,4.7,4.69,5.01,1.76919479240802,1.64345979356562,2.075679302632420,3.5,2.9882352941176500,3.244117647058820,2.2862606510737400
AL,COOSA,20279,35560,57063,49585,49435,57063,53.9,73.1,82.8,13.0,8,5,15906.0,11063,11539,10268,72.0,46,49,38,4.53,4.16,4.25,3.7,1.08196825027754,1.13361287170588,1.2616548255743400,1.3809523809523800,2.352941176470590,1.8669467787114800,1.2486172772448500
AL,COVINGTON,18394,33852,50886,44976,47061,50886,57.3,76.5,86.2,103.0,75,63,7536.0,36478,37765,37952,45.0,122,126,118,5.97,3.34,3.34,3.11,0.394741708147066,0.593242978678443,0.9288516862262500,3.0952380952380900,1.3882352941176500,2.2417366946778700,1.531006544850480
AL,CRENSHAW,16460,35140,49040,40247,48851,49040,51.3,73.7,82.6,29.0,16,20,15425.0,13635,13906,13101,87.0,78,68,62,5.64,5.72,4.89,4.73,2.00786430375772,1.87915478966213,2.146008250778230,2.7023809523809500,3.5,3.1011904761904800,2.1785707229752600
AL,CULLMAN,21672,38567,60916,52992,53615,60916,58.8,76.9,85.0,181.0,117,177,13439.0,67613,80406,92016,80.0,208,227,224,5.95,3.08,2.82,2.43,0.185731062125787,0.263157298669378,0.5955798294646180,3.0714285714285700,1.0823529411764700,2.0768907563025200,1.4068016988221400
AL,DALE,24091,43353,53955,58906,60269,53955,74.2,82.2,85.7,114.0,85,58,17225.0,49633,50251,49871,65.0,99,109,112,3.77,1.99,2.17,2.25,-0.292484833983413,-0.193994537580913,-0.1491258459868020,0.4761904761904760,-0.20000000000000000,0.13809523809523800,-0.0540034698866331
AL,DALLAS,16493,26029,36810,40328,36185,36810,59.6,76.8,87.1,101.0,37,42,49350.0,48130,43820,36165,178.0,85,140,128,3.61,1.77,3.19,3.54,0.365082842818643,0.268320989155663,0.3013782337008650,0.2857142857142850,-0.4588235294117650,-0.08655462184873970,-0.22326818783858500
AL,DEKALB,20135,35065,51149,49233,48747,51149,53.0,68.1,78.9,139.0,72,78,21106.0,54651,71109,72569,130.0,192,184,202,6.16,3.51,2.59,2.78,0.633411219496767,0.384442193477959,0.7427920597766540,3.3214285714285700,1.5882352941176500,2.454831932773110,1.6915653156509100
AL,ELMORE,26341,53128,75553,64408,73858,75553,66.5,83.8,89.6,121.0,83,108,21732.0,49210,79303,90441,88.0,118,141,146,4.05,2.4,1.78,1.61,-0.292484833983413,-0.322836214729399,-0.248522578693173,0.8095238095238090,0.2823529411764700,0.5459383753501400,0.2532900829039430
AL,ESCAMBIA,18472,31927,44447,45167,44385,44447,59.9,73.0,82.5,61.0,41,60,8666.0,35518,38319,36558,48.0,116,124,115,5.54,3.27,3.24,3.15,0.394741708147066,0.560600245153097,0.8380112815147920,2.583333333333330,1.3058823529411800,1.9446078431372500,1.307131794766270
AL,ETOWAH,22314,36422,53070,54561,50633,53070,64.1,81.2,85.8,221.0,134,153,21926.0,99840,104430,103241,104.0,218,256,251,4.74,2.18,2.45,2.43,-0.292484833983413,-0.0430706680640071,0.1343947814972310,1.6309523809523800,0.0235294117647059,0.8272408963585430,0.46524032355637200
AL,FAYETTE,19844,34560,50733,48522,48045,50733,56.6,74.7,85.2,36.0,17,15,12823.0,17962,17241,15967,64.0,92,94,90,4.99,5.12,5.45,5.64,1.9782054384293,2.05956420651941,2.24990153181055,1.928571428571430,3.48235294117647,2.705462184873950,1.8804052238647600
AL,FRANKLIN,17907,33942,51493,43786,47186,51493,55.1,69.6,79.5,56.0,40,45,10681.0,27814,31704,31802,42.0,88,102,101,3.93,3.16,3.22,3.18,0.394741708147066,0.535519532410042,0.5917365742945600,0.6666666666666670,1.176470588235290,0.9215686274509800,0.5363125103024070
AL,GENEVA,20027,34140,50951,48969,47461,50951,55.4,72.3,83.2,49.0,32,48,10690.0,23647,26790,26988,35.0,100,102,92,3.27,4.23,3.81,3.41,0.872957604256266,0.983818897547091,0.9350801860055150,-0.11904761904761900,2.435294117647060,1.15812324929972,0.7145469919862270
AL,GREENE,11990,22222,31495,29317,30893,31495,53.8,72.6,82.0,18.0,5,4,22007.0,10153,9045,7341,76.0,34,28,29,3.45,3.35,3.1,3.95,0.603752354168344,0.713167036782077,0.7056908760009030,0.09523809523809530,1.4000000000000000,0.7476190476190480,0.4052484331849980
AL,HALE,14508,29299,41325,35474,40731,41325,54.4,69.9,81.9,28.0,25,14,27501.0,15498,15760,14888,92.0,54,69,61,3.35,3.48,4.38,4.1,0.843298738927843,1.08453775322264,1.0608774512329900,-0.023809523809523800,1.5529411764705900,0.764565826330532,0.418017155673892
AL,HENRY,22130,38379,60135,54111,53354,60135,58.5,76.1,82.2,39.0,28,25,24847.0,15374,17302,17899,102.0,45,43,48,4.11,2.93,2.49,2.68,0.155195323387566,0.199604494229408,0.2813911730880340,0.8809523809523810,0.9058823529411760,0.8934173669467790,0.5151016572423440
AL,HOUSTON,24813,41022,57531,60672,57028,57531,68.3,81.9,87.4,307.0,186,250,,81331,101547,108462,,135,210,225,DNE,1.66,2.07,2.07,-0.292484833983413,-0.335260900235682,-0.3723771272500640,,-0.5882352941176470,-0.5882352941176470,-0.601264584162708
AL,JACKSON,21910,36312,49454,53573,50481,49454,58.1,74.0,82.1,99.0,87,78,28026.0,47796,53227,53467,157.0,153,145,156,5.6,3.2,2.72,2.92,0.394741708147066,0.370285975803327,0.6560510230578650,2.6547619047619000,1.2235294117647100,1.9391456582633000,1.3030162561128200
AL,JEFFERSON,25858,45244,64589,63227,62898,64589,73.8,86.6,91.0,1997.0,1242,1499,88501.0,651525,658466,662895,261.0,829,1198,1202,2.95,1.27,1.82,1.81,-0.531154345333114,-0.543874332444587,-0.6053659152000840,-0.5000000000000000,-1.0470588235294100,-0.7735294117647060,-0.7408763184834270
AL,LAMAR,20618,33887,47447,50414,47109,47447,52.9,75.3,83.9,35.0,21,24,14187.0,15715,14564,13661,87.0,95,90,85,6.13,6.05,6.18,6.22,2.4564213345385,2.58095546960938,2.919597277441970,3.2857142857142800,3.5,3.392857142857140,2.3983299344060200
AL,LAUDERDALE,23690,39345,59082,57926,54697,59082,67.9,82.9,89.3,183.0,134,160,23739.0,79661,92709,96814,68.0,163,206,224,2.86,2.05,2.22,2.31,-0.292484833983413,-0.154941265924277,-0.2365257831871880,-0.6071428571428570,-0.12941176470588300,-0.36827731092437000,-0.43553500838743300
AL,LAWRENCE,21519,40516,60040,52617,56325,60040,55.6,75.2,84.6,41.0,32,33,20725.0,31513,34339,33502,62.0,71,81,101,2.99,2.25,2.36,3.01,-0.0834741879621345,0.0732070252783229,0.0114531613570921,-0.4523809523809520,0.10588235294117600,-0.17324929971988800,-0.2885891731330110
AL,LEE,21227,40894,61123,51903,56850,61123,73.2,85.2,91.4,193.0,201,366,28694.0,87146,140247,183215,117.0,106,175,193,4.08,1.22,1.25,1.05,-0.979711376113891,-0.852091640475635,-0.760853646292371,0.8452380952380950,-1.1058823529411800,-0.13032212885154100,-0.2562452603822170
AL,LIMESTONE,26875,46682,83534,65714,64897,83534,63.1,80.4,87.6,115.0,106,152,21201.0,54135,82782,114654,75.0,126,166,183,3.54,2.33,2.01,1.6,-0.292484833983413,-0.286330704547672,-0.2820379016935260,0.20238095238095200,0.2000000000000000,0.2011904761904760,-0.006463722107733720
AL,LOWNDES,15584,29714,35160,38105,41308,35160,56.7,73.4,83.2,17.0,8,10,31550.0,12658,11299,9717,123.0,46,50,54,3.9,3.63,4.43,5.56,1.4999895423201,1.43761617355275,1.4978179992178500,0.6309523809523810,1.729411764705880,1.1801820728291300,0.7311674365482170
AL,MACON,15642,27544,45951,38247,38291,45951,61.9,78.8,84.2,41.0,20,21,18439.0,24928,21452,18370,100.0,57,67,79,5.42,2.29,3.12,4.3,0.365082842818643,0.535503197890247,0.8173436086722010,2.4404761904761900,0.15294117647058800,1.2967086834733900,0.818965594488382
AL,MADISON,33048,55851,83528,80808,77643,83528,80.2,87.8,92.6,793.0,681,871,38119.0,238912,334811,412600,126.0,269,432,527,3.31,1.13,1.29,1.28,-0.979711376113891,-0.81611882746174,-0.8287814641654030,-0.07142857142857150,-1.211764705882350,-0.6415966386554620,-0.6414702310079040
AL,MARENGO,18663,32940,44205,45634,45793,44205,61.4,79.7,85.6,53.0,29,32,33095.0,23084,21027,18684,123.0,78,88,86,3.72,3.38,4.19,4.6,1.05230938494912,1.11900593717874,1.1515074679462400,0.41666666666666700,1.4352941176470600,0.9259803921568630,0.5396365992148050
AL,MARION,18455,32769,50714,45125,45555,50714,50.0,71.0,82.1,48.0,45,27,11347.0,29830,30776,29244,58.0,112,112,98,5.11,3.75,3.64,3.35,0.872957604256266,0.814561237205237,1.0268284896278200,2.0714285714285700,1.8705882352941200,1.971008403361340,1.3270235649245900
AL,MARSHALL,21458,37661,60946,52468,52356,60946,61.5,73.7,84.4,229.0,113,155,18935.0,70832,93019,100756,72.0,177,216,217,3.8,2.5,2.32,2.15,-0.292484833983413,-0.0557360140266603,-0.0144297146346827,0.5119047619047610,0.4000000000000000,0.45595238095238100,0.1854892217542370
AL,MOBILE,22994,40996,58119,56224,56992,58119,70.1,82.3,89.0,981.0,639,774,51587.0,378643,412992,411640,126.0,388,599,656,2.44,1.02,1.45,1.59,-0.770700730092613,-0.739322474657035,-0.8690745414232060,-1.107142857142860,-1.3411764705882400,-1.224159663865550,-1.0804082573926600
AL,MONROE,21140,30235,40225,51691,42032,40225,59.2,75.4,83.6,54.0,25,29,18990.0,23968,23068,19229,79.0,69,88,80,4.16,2.88,3.81,4.16,0.843298738927843,0.814933421447458,0.9125969027728160,0.9404761904761900,0.8470588235294110,0.8937675070028010,0.5153654738226920
AL,MONTGOMERY,26551,43725,58153,64921,60786,58153,75.3,84.7,88.8,658.0,349,452,56172.0,209085,229363,224980,158.0,234,354,388,2.81,1.12,1.54,1.72,-0.531154345333114,-0.666361714436996,-0.7454732216395920,-0.6666666666666670,-1.2235294117647100,-0.945098039215686,-0.8701464428544620
AL,MORGAN,28364,44349,64858,69355,61653,64858,69.4,80.8,85.1,276.0,197,217,24089.0,100043,119490,125133,90.0,197,250,250,3.74,1.97,2.09,2.0,-0.292484833983413,-0.270311816971805,-0.2309050919765600,0.44047619047619000,-0.22352941176470600,0.1084733893557420,-0.07632235258416290
AL,PERRY,13769,25950,34368,33667,36075,34368,51.0,71.5,82.2,20.0,10,10,29332.0,12759,10591,7738,105.0,41,44,47,3.58,3.21,4.15,6.07,1.2613200309704,1.37531359469909,1.4006312213785400,0.25000000000000000,1.2352941176470600,0.7426470588235290,0.4015022377440410
AL,PICKENS,17879,28280,47014,43717,39315,47014,56.2,78.7,83.9,37.0,18,16,22470.0,20699,19746,18688,132.0,91,98,99,5.87,4.4,4.96,5.3,1.53052528105832,1.69680003457681,2.016982339209630,2.976190476190480,2.635294117647060,2.805742296918770,1.9559622924767300
AL,PIKE,17312,29181,47961,42331,40567,47961,59.0,79.4,87.6,63.0,55,51,24423.0,27595,32899,33137,116.0,74,89,84,4.75,2.68,2.71,2.53,0.394741708147066,0.161067157120625,0.333540309301421,1.6428571428571400,0.6117647058823530,1.1273109243697500,0.6913311329155110
AL,RANDOLPH,19440,34593,51551,47534,48091,51551,50.3,71.6,83.6,36.0,20,30,17219.0,19881,22913,22786,99.0,108,106,99,5.75,5.43,4.63,4.34,1.56018414638674,1.66509530731781,1.9487852296815000,2.833333333333330,3.5,3.1666666666666700,2.2279044235005300
AL,RUSSELL,20995,32481,50046,51336,45155,50046,57.0,76.9,85.8,123.0,53,127,24093.0,46860,52947,58744,61.0,96,133,125,2.53,2.05,2.51,2.13,-0.0529384492239134,-0.122584656042332,-0.2514263246224790,-1.0,-0.12941176470588300,-0.5647058823529410,-0.5835361099632520
AL,ST. CLAIR,24106,48837,78993,58943,67893,78993,61.0,79.3,87.6,111.0,108,148,17353.0,50009,83593,95552,99.0,130,154,162,5.71,2.6,1.84,1.7,-0.0538153226337119,-0.241352667678247,0.060622333989869,2.7857142857142800,0.5176470588235290,1.651680672268910,1.0864228436462500
AL,SHELBY,36852,68380,93543,90109,95061,93543,78.2,91.5,94.0,282.0,406,534,20886.0,99358,195085,233000,105.0,144,230,236,5.03,1.45,1.18,1.01,-0.979711376113891,-0.821872588533444,-0.6023837814467730,1.9761904761904800,-0.835294117647059,0.5704481792717080,0.27175724352837700
AL,SUMTER,12811,25338,37981,31325,35225,37981,52.4,75.4,88.0,18.0,14,20,29574.0,16174,13763,11727,124.0,64,52,41,4.19,3.96,3.78,3.5,0.872957604256266,0.930278235154873,1.0131823664110100,0.9761904761904760,2.117647058823530,1.5469187675070000,1.0074889228058200
AL,TALLADEGA,21378,36948,56249,52273,51365,56249,60.7,75.7,84.5,121.0,99,83,29346.0,74107,82291,81132,140.0,165,209,217,4.77,2.23,2.54,2.67,0.156072196797365,0.040803421383309,0.223247871555914,1.6666666666666700,0.08235294117647040,0.8745098039215680,0.5008555619034940
AL,TALLAPOOSA,22020,36904,57185,53842,51303,57185,57.8,76.1,83.8,73.0,42,67,25460.0,38826,41616,40677,91.0,121,142,139,3.57,3.12,3.41,3.42,0.394741708147066,0.621812092714646,0.6300992193617800,0.2380952380952380,1.1294117647058800,0.6837535014005600,0.3571282889293310
AL,TUSCALOOSA,23056,42311,63947,56376,58820,63947,69.6,84.7,90.9,392.0,336,377,30352.0,150522,194656,237373,161.0,231,311,320,5.3,1.53,1.6,1.35,-0.501495480004691,-0.630296541703258,-0.372745898359539,2.2976190476190500,-0.7411764705882350,0.7782212885154060,0.42830600230750500
AL,WALKER,20464,37191,54509,50038,51702,54509,56.0,75.5,82.9,146.0,84,89,16078.0,67670,67023,64728,87.0,231,217,217,5.41,3.41,3.24,3.35,0.394741708147066,0.636115466352733,0.8949878236529510,2.428571428571430,1.4705882352941200,1.9495798319327700,1.3108779902072300
AL,WASHINGTON,20082,36431,60503,49104,50646,60503,58.2,78.0,88.7,31.0,25,19,7935.0,16694,17581,15022,46.0,84,88,75,5.8,5.03,5.01,4.99,1.76919479240802,1.79602428226263,2.0959018160967300,2.8928571428571400,3.3764705882352900,3.1346638655462200,2.2037915880566300
AL,WILCOX,12437,23491,42236,30410,32657,42236,51.1,68.5,77.9,28.0,14,15,30816.0,13568,11670,9944,132.0,44,72,62,4.28,3.24,6.17,6.23,1.7404128004894,1.90313316378592,2.0235120438237600,1.083333333333330,1.2705882352941200,1.1769607843137300,0.7287403240090070
AL,WINSTON,17936,33685,48032,43856,46828,48032,48.8,69.3,78.8,68.0,26,32,6552.0,22053,24484,23611,50.0,74,75,74,7.63,3.36,3.06,3.13,0.394741708147066,0.534711519103508,1.1003566951885900,3.5,1.4117647058823500,2.4558823529411800,1.6923567653919600
AZ,APACHE,14100,30184,40338,34477,41961,40338,54.7,72.1,84.9,63.0,55,46,4281.0,61591,71518,65036,19.0,98,132,127,4.44,1.59,1.85,1.95,-0.292484833983413,-0.430253564964206,-0.2888603701280990,1.2738095238095200,-0.6705882352941180,0.30161064425770300,0.06919887313637470
AZ,COCHISE,22425,44876,58970,54833,62386,58970,75.7,84.8,89.2,246.0,207,204,6938.0,97624,131346,124640,21.0,132,207,219,3.03,1.35,1.58,1.76,-0.531154345333114,-0.592908840130214,-0.6444362548933520,-0.404761904761905,-0.9529411764705880,-0.6788515406162470,-0.6695403151570430
AZ,COCONINO,26112,49510,69748,63848,68828,69748,79.0,87.0,92.0,295.0,283,398,,96591,134421,144472,,121,182,156,DNE,1.25,1.35,1.08,-0.979711376113891,-0.814476719502813,-0.9472638132973460,,-1.0705882352941200,-1.0705882352941200,-0.9646983052515630
AZ,GILA,20964,37580,59089,51260,52243,59089,68.1,83.4,89.6,107.0,98,86,2021.0,40216,53597,54003,3.0,77,92,88,1.48,1.91,1.72,1.63,-0.292484833983413,-0.451271079669852,-0.7259679312694250,-2.2500000000000000,-0.29411764705882400,-1.2720588235294100,-1.1164983655844100
AZ,GRAHAM,18455,41683,67326,45125,57947,67326,67.6,81.8,84.2,49.0,37,58,5670.0,26554,37220,39525,17.0,43,65,69,3.0,1.62,1.75,1.75,-0.292484833983413,-0.488899041315604,-0.5484896663475570,-0.44047619047619000,-0.6352941176470590,-0.5378851540616250,-0.563327759908514
AZ,GREENLEE,27491,48696,75239,67220,67697,75239,74.2,89.8,88.1,15.0,5,4,,8008,8437,9369,,18,19,19,DNE,2.25,2.25,2.03,-0.292484833983413,-0.157950593803612,-0.1698745648925850,,0.10588235294117600,0.10588235294117600,-0.07827459527874590
AZ,LA PAZ,16555,32147,49506,40480,44690,49506,63.0,76.9,82.5,38.0,27,42,,13844,20489,16710,,22,39,37,DNE,1.59,1.9,2.21,-0.292484833983413,-0.363905611371749,-0.4042145881877250,,-0.6705882352941180,-0.6705882352941180,-0.6633142438608050
AZ,MARICOPA,30797,55054,85518,75304,76535,85518,81.5,85.6,89.5,7539.0,8870,12228,10986.0,2122101,3817117,4585871,25.0,1266,2299,2655,2.28,0.6,0.6,0.58,-0.979711376113891,-1.25647843284266,-1.4084499821045200,-1.2976190476190500,-1.8352941176470600,-1.566456582633050,-1.338315346341890
AZ,MOHAVE,24002,39785,55799,58689,55309,55799,72.8,83.0,88.2,390.0,332,471,1444.0,93497,200186,223682,2.0,74,139,161,1.39,0.79,0.69,0.72,-0.979711376113891,-1.15973038776816,-1.4366474066145500,-2.3571428571428600,-1.611764705882350,-1.9844537815126000,-1.65325957996259
AZ,NAVAJO,19452,39774,52752,47563,55293,52752,64.6,80.5,86.0,162.0,153,168,,77658,107449,109175,,144,194,204,DNE,1.85,1.81,1.87,-0.292484833983413,-0.393918286817634,-0.4469942540734490,,-0.3647058823529410,-0.3647058823529410,-0.43284407926787300
AZ,PIMA,25401,45521,67929,62110,63283,67929,80.5,86.8,89.9,2058.0,1763,2075,12673.0,666880,980263,1063162,22.0,367,636,707,1.74,0.55,0.65,0.66,-0.979711376113891,-1.23977037340963,-1.4653565388711500,-1.94047619047619,-1.8941176470588200,-1.9172969187675100,-1.602659559851640
AZ,PINAL,21301,51310,77588,52084,71331,77588,65.5,83.7,89.1,244.0,407,564,4251.0,116379,375770,484239,12.0,148,245,341,2.82,1.27,0.65,0.7,-0.979711376113891,-1.0578242633169,-1.1433008417405300,-0.6547619047619050,-1.0470588235294100,-0.8509103641456580,-0.7991797827405670
AZ,SANTA CRUZ,22066,36519,53614,53955,50768,53614,57.2,70.9,77.7,136.0,113,112,,29676,47420,49158,,24,43,46,DNE,0.81,0.91,0.94,-0.979711376113891,-1.0559124359981,-1.2301341919231000,,-1.588235294117650,-1.588235294117650,-1.3547247376396000
AZ,YAVAPAI,22060,43290,66106,53940,60181,66106,78.9,89.4,92.5,484.0,503,653,8685.0,107714,211033,249081,9.0,148,240,266,1.04,1.37,1.14,1.07,-0.979711376113891,-0.838279636534883,-1.1696653279625200,-2.773809523809520,-0.9294117647058820,-1.8516106442577000,-1.5531675693781600
AZ,YUMA,23635,40340,60417,57791,56080,60417,64.9,71.6,76.6,244.0,237,334,2671.0,106895,195751,213221,1.0,84,141,148,0.37,0.79,0.72,0.69,-0.979711376113891,-1.1587592002676,-1.5771306791441900,-3.5,-1.611764705882350,-2.5558823529411800,-2.083808239092240
AR,ARKANSAS,19516,37230,60831,47720,51757,60831,61.1,79.4,87.5,57.0,34,33,11432.0,21653,19019,16307,58.0,57,66,75,5.07,2.63,3.47,4.6,0.812763000189622,0.764531377552196,0.9949195857639450,2.0238095238095200,0.5529411764705880,1.2883753501400600,0.8126867598760750
AR,ASHLEY,20609,34934,44481,50392,48565,44481,62.8,81.1,87.8,46.0,24,28,13295.0,24319,21853,18262,64.0,75,100,97,4.81,3.08,4.58,5.31,1.29185576970862,1.28898520622256,1.4807044653707600,1.714285714285710,1.0823529411764700,1.3983193277310900,0.8955251661056770
AR,BAXTER,18826,35606,48427,46033,49499,48427,67.9,83.7,89.4,94.0,99,110,8527.0,31186,41513,42875,22.0,64,92,90,2.58,2.05,2.22,2.1,-0.292484833983413,-0.19879015182499,-0.3205487487088870,-0.9404761904761900,-0.12941176470588300,-0.5349439775910370,-0.5611117006335820
AR,BENTON,26021,50434,89879,63626,70113,89879,74.8,84.2,90.6,248.0,506,696,27716.0,97499,221339,311013,108.0,180,295,376,3.9,1.85,1.33,1.21,-0.74104186476419,-0.647494096001842,-0.5886740427729100,0.6309523809523810,-0.3647058823529410,0.13312324929972000,-0.057749665327589700
AR,BOONE,20656,36977,54195,50507,51405,54195,67.6,83.8,90.7,83.0,83,75,15816.0,28297,36903,38530,52.0,81,98,101,3.29,2.86,2.66,2.62,0.394741708147066,0.211199165366791,0.1797859342275200,-0.09523809523809530,0.8235294117647060,0.3641456582633050,0.1163165143867150
AR,BRADLEY,17259,29908,39565,42201,41578,39565,56.1,69.4,87.3,36.0,20,21,7972.0,11793,11508,10104,38.0,49,58,62,4.77,4.16,5.04,6.14,1.7395359270796,1.83362510188389,2.010279089294560,1.6666666666666700,2.352941176470590,2.0098039215686300,1.3562544420272600
AR,CALHOUN,21198,32450,63654,51833,45112,63654,63.3,77.8,86.7,9.0,5,6,7267.0,5826,5368,4641,29.0,28,22,41,3.99,4.81,4.1,8.83,2.36569099173364,2.32531869531312,1.9691707695469400,0.7380952380952380,3.1176470588235300,1.9278711484593800,1.2945213622255800
AR,CARROLL,20623,34235,55187,50427,47593,55187,68.4,79.0,84.0,62.0,43,83,17288.0,18654,27446,28814,50.0,62,73,81,2.89,3.32,2.66,2.81,0.394741708147066,0.361779207202783,0.2700767579535190,-0.5714285714285710,1.3647058823529400,0.3966386554621850,0.14079869304310800
AR,CHICOT,12680,21676,39683,31005,30134,39683,51.2,69.3,81.6,21.0,10,21,11419.0,15713,11800,9538,57.0,34,39,38,4.99,2.16,3.31,3.98,0.365082842818643,0.483166153124231,0.7048382644385490,1.928571428571430,0.0,0.964285714285714,0.5684981331049920
AR,CLARK,18068,31968,50985,44179,44442,50985,64.9,83.1,90.0,58.0,22,47,20997.0,21437,22995,21274,98.0,73,84,99,4.67,3.41,3.65,4.65,1.05230938494912,1.00644357595663,1.171075737634370,1.5476190476190500,1.4705882352941200,1.5091036414565800,0.9789967321281180
AR,CLAY,16219,29066,48500,39658,40407,48500,47.9,73.1,86.6,33.0,22,25,12200.0,18107,16083,14201,43.0,67,57,57,3.52,3.7,3.54,4.01,1.08196825027754,0.916199173122663,0.9135613896588270,0.1785714285714280,1.8117647058823500,0.9951680672268910,0.591766755491778
AR,CLEBURNE,19438,35753,55979,47529,49703,55979,61.0,79.1,88.3,48.0,58,61,7884.0,19411,25970,25445,31.0,47,62,74,3.93,2.42,2.39,2.91,-0.0834741879621345,0.100549375852885,0.1659412362335540,0.6666666666666670,0.30588235294117600,0.48627450980392100,0.20833573761246500
AR,CLEVELAND,19703,36957,50509,48177,51377,50509,59.9,85.9,91.6,7.0,9,13,11362.0,7781,8689,7378,54.0,30,36,46,4.75,3.86,4.14,6.23,1.4999895423201,1.56302725092586,1.742673529325150,1.6428571428571400,2.0000000000000000,1.8214285714285700,1.2143211217994700
AR,COLUMBIA,18470,35148,47363,45162,48862,47363,64.3,83.7,88.5,73.0,32,36,19893.0,25691,24552,22150,113.0,69,73,99,5.68,2.69,2.97,4.47,0.603752354168344,0.63126442328659,0.945050336240716,2.7500000000000000,0.6235294117647060,1.686764705882350,1.1128572649972300
AR,CONWAY,20538,32700,51212,50219,45459,51212,64.5,82.7,90.1,27.0,28,38,19459.0,19151,21273,21077,102.0,62,66,80,5.24,3.24,3.1,3.8,0.603752354168344,0.655325107400755,0.8961413825326500,2.2261904761904800,1.2705882352941200,1.7483893557423000,1.1592889831386600
AR,CRAIGHEAD,22150,39233,57615,54160,54541,57615,67.5,83.3,90.3,187.0,211,293,12025.0,68956,96443,113993,43.0,145,170,222,3.58,2.1,1.76,1.95,-0.292484833983413,-0.328997132014882,-0.3134134339206230,0.25000000000000000,-0.0705882352941177,0.08970588235294110,-0.0904629212908721
AR,CRAWFORD,21574,40197,60362,52752,55881,60362,63.8,77.4,86.6,115.0,99,89,21714.0,42493,61948,61891,77.0,94,128,142,3.55,2.21,2.07,2.29,-0.292484833983413,-0.156717489173728,-0.1448720650063670,0.21428571428571400,0.05882352941176450,0.13655462184873900,-0.055164262840169000
AR,CRITTENDEN,20948,33716,54271,51221,46872,54271,57.6,76.3,85.3,88.0,64,66,13940.0,49939,50902,47139,48.0,58,79,96,3.44,1.16,1.55,2.04,-0.531154345333114,-0.587488485287688,-0.577781834326154,0.0833333333333331,-1.1764705882352900,-0.5465686274509810,-0.5698704111011710
AR,CROSS,19049,37021,47012,46578,51466,47012,55.8,76.1,83.4,37.0,29,35,7693.0,19225,17870,16420,22.0,51,59,62,2.86,2.65,3.3,3.78,0.603752354168344,0.557133859253013,0.475996224043916,-0.6071428571428570,0.5764705882352940,-0.015336134453781700,-0.169607895395588
AR,DALLAS,17651,29602,44694,43160,41152,44694,59.2,80.3,89.0,22.0,13,11,9296.0,9614,8116,6185,64.0,42,40,42,6.88,4.37,4.93,6.79,1.94854657310088,1.99344992530592,2.4639013617367700,3.5,2.6000000000000000,3.05,2.140000738928230
